country,year,life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,co2_per_capita,material_footprint,IEV,MYSI,EYSI,IE,gni_capped,IR,ID,CO2_overshoot,MF_overshoot,IIE,SDI,SDI_level
Malawi,2015,73.14,14.04,17.81,12618.0,12.572,7.907,0.8175384615384615,0.9359999999999999,0.9894444444444443,0.9627222222222221,12618.0,0.7307637405233702,0.8316272792396865,7.2252873563218385,1.1627941176470589,4.194040736984449,0.1982878401504592,Faible (<0.3)
Cuba,2016,80.08,7.0,10.7,7781.0,2.755,6.923,0.9243076923076923,0.4666666666666667,0.5944444444444444,0.5305555555555556,7781.0,0.6577374330745436,0.6858039744150922,1.5833333333333333,1.0180882352941176,1.3007107843137256,0.5272532392948004,Élevé (0.5–0.65)
Costa Rica,2016,79.29,8.41,12.36,16063.0,1.501,7.883,0.9121538461538462,0.5606666666666666,0.6866666666666666,0.6236666666666666,16063.0,0.7672277065696803,0.7585454974193074,1.0,1.1592647058823529,1.0796323529411764,0.7025961155692012,Très élevé (>0.65)
Sri Lanka,2016,75.75,9.11,12.73,10915.0,0.841,5.255,0.8576923076923076,0.6073333333333333,0.7072222222222222,0.6572777777777777,10915.0,0.7088627174646388,0.7365702942908485,1.0,1.0,1.0,0.7365702942908485,Très élevé (>0.65)
Albania,2016,63.12,9.8,13.73,12632.0,3.534,7.488,0.6633846153846154,0.6533333333333334,0.7627777777777778,0.7080555555555557,12632.0,0.7309312478862237,0.7002230771580537,2.0310344827586206,1.1011764705882354,1.5661054766734281,0.44711105834672177,Moyen (0.3–0.5)
Armenia,2016,64.13,11.24,15.79,14515.0,4.612,8.408,0.6789230769230769,0.7493333333333333,0.8772222222222221,0.8132777777777778,14515.0,0.7519203391225844,0.7460084893673484,2.650574712643678,1.236470588235294,1.943522650439486,0.3838434757622478,Moyen (0.3–0.5)
Georgia,2016,65.97,12.11,16.12,15693.0,5.483,9.857,0.7072307692307692,0.8073333333333333,0.8955555555555557,0.8514444444444444,15693.0,0.763707543454859,0.7718771438718882,3.151149425287356,1.4495588235294117,2.300354124408384,0.33554709498060575,Moyen (0.3–0.5)
Ecuador,2016,66.03,12.99,16.98,17015.0,6.115,11.136,0.7081538461538461,0.866,0.9433333333333334,0.9046666666666667,17015.0,0.7759250148291184,0.7921583177027828,3.514367816091954,1.6376470588235292,2.5760074374577417,0.30751398702659133,Moyen (0.3–0.5)
Tunisia,2016,67.12,14.4,17.61,19104.0,7.315,11.529,0.724923076923077,0.9600000000000001,0.9783333333333333,0.9691666666666667,19104.0,0.7934176354761361,0.8229954125231145,4.204022988505748,1.6954411764705883,2.949732082488168,0.27900683503055596,Faible (<0.3)
Moldova,2016,68.1,7.03,10.6,19889.0,7.587,14.215,0.7399999999999999,0.4686666666666667,0.5888888888888889,0.5287777777777778,19889.0,0.7995005104859163,0.67885114287311,4.360344827586207,2.090441176470588,3.2253930020283974,0.2104708302046267,Faible (<0.3)
Ukraine,2016,69.48,8.35,12.57,21215.0,8.513,14.917,0.7612307692307693,0.5566666666666666,0.6983333333333334,0.6275,21215.0,0.8092498986814293,0.7284575341356705,4.892528735632184,2.1936764705882354,3.54310260311021,0.20559876913985362,Faible (<0.3)
Thailand,2016,69.83,9.24,13.17,23028.0,9.653,16.113,0.7666153846153846,0.616,0.7316666666666667,0.6738333333333333,23028.0,0.8216368293997155,0.7515132461206154,5.547701149425287,2.369558823529412,3.9586299864773498,0.18984175047624532,Faible (<0.3)
Colombia,2016,71.09,10.33,14.01,25002.0,10.433,16.94,0.786,0.6886666666666666,0.7783333333333333,0.7335,25002.0,0.8340604012076039,0.7834417692762095,5.9959770114942526,2.4911764705882353,4.2435767410412435,0.18461826357450928,Faible (<0.3)
Peru,2016,72.3,10.85,15.13,26104.0,10.876,18.879,0.8046153846153846,0.7233333333333333,0.8405555555555556,0.7819444444444444,26104.0,0.8405758484356042,0.8086868468122808,6.250574712643678,2.776323529411765,4.513449121027722,0.17917269589784168,Faible (<0.3)
Bolivia,2016,72.99,11.82,15.35,28033.0,11.393,20.532,0.8152307692307692,0.788,0.8527777777777777,0.8203888888888888,28033.0,0.8513451898187677,0.8288361277486068,6.547701149425288,3.0194117647058825,4.783556457065585,0.17326776326102908,Faible (<0.3)
Paraguay,2016,73.58,13.44,17.5,29144.0,12.442,20.949,0.8243076923076923,0.896,0.9722222222222222,0.9341111111111111,29144.0,0.8572162233949893,0.8706817151875617,7.150574712643678,3.0807352941176473,5.115655003380663,0.1701994592309635,Faible (<0.3)
El Salvador,2016,75.19,14.32,18.35,30792.0,1.434,21.862,0.8490769230769231,0.9546666666666667,1.0194444444444446,0.9870555555555556,30792.0,0.8655251732448069,0.8985097195478583,1.0,3.215,2.1075,0.4263391314580585,Moyen (0.3–0.5)
Vietnam,2016,76.29,6.76,10.35,32676.0,2.262,22.972,0.8660000000000001,0.45066666666666666,0.575,0.5128333333333333,32676.0,0.8744957609778243,0.7295985275364505,1.3,3.3782352941176472,2.3391176470588237,0.3119118563591011,Moyen (0.3–0.5)
Philippines,2016,77.21,8.17,12.01,33179.0,3.068,23.584,0.8801538461538461,0.5446666666666666,0.6672222222222222,0.6059444444444444,33179.0,0.8768033309569137,0.7761837211284862,1.7632183908045977,3.468235294117647,2.6157268424611226,0.29673730013726485,Faible (<0.3)
Indonesia,2016,78.32,8.76,13.07,35531.0,3.88,26.255,0.8972307692307692,0.584,0.7261111111111112,0.6550555555555555,35531.0,0.8871488976990312,0.8048709820047875,2.2298850574712645,3.8610294117647057,3.0454572346179853,0.2642857607244478,Faible (<0.3)
Egypt,2016,79.7,10.3,13.75,35766.0,4.562,26.721,0.9184615384615386,0.6866666666666668,0.7638888888888888,0.7252777777777778,35766.0,0.88814468224611,0.8394916003819878,2.6218390804597704,3.929558823529412,3.275698951994591,0.25627861799412816,Faible (<0.3)
Morocco,2016,80.36,10.95,15.01,8079.0,5.349,3.731,0.9286153846153846,0.73,0.8338888888888889,0.7819444444444444,8079.0,0.6634145965575251,0.7839089060518986,3.0741379310344827,1.0,2.0370689655172414,0.3848219767330522,Moyen (0.3–0.5)
India,2016,68.42,11.83,15.54,6326.0,1.699,4.755,0.7449230769230769,0.7886666666666666,0.8633333333333333,0.826,6326.0,0.6264663680435518,0.7277737921962983,1.0,1.0,1.0,0.7277737921962983,Très élevé (>0.65)
Bangladesh,2016,82.35,13.14,16.88,11354.0,6.927,6.323,0.9592307692307691,0.876,0.9377777777777777,0.9068888888888889,11354.0,0.7148191643975412,0.8535411359692235,3.9810344827586204,1.0,2.49051724137931,0.3427164131963653,Moyen (0.3–0.5)
Pakistan,2016,83.97,14.08,18.43,12524.0,7.842,7.904,0.9841538461538462,0.9386666666666666,1.0238888888888888,0.9812777777777777,12524.0,0.7296342118533424,0.8898566475386049,4.506896551724138,1.1623529411764706,2.834624746450304,0.31392396776784637,Moyen (0.3–0.5)
Nigeria,2016,54.31,7.46,11.67,5440.0,0.663,3.811,0.5278461538461539,0.49733333333333335,0.6483333333333333,0.5728333333333333,5440.0,0.6036737101214672,0.5672562661682019,1.0,1.0,1.0,0.5672562661682019,Élevé (0.5–0.65)
Ethiopia,2016,65.49,7.79,11.57,1892.0,0.1,2.854,0.6998461538461538,0.5193333333333333,0.6427777777777778,0.5810555555555555,1892.0,0.44413701660026345,0.5652567229021103,1.0,1.0,1.0,0.5652567229021103,Élevé (0.5–0.65)
Kenya,2016,86.25,8.83,12.95,17408.0,10.423,11.463,1.0,0.5886666666666667,0.7194444444444444,0.6540555555555556,17408.0,0.7793743064016251,0.7988285432398884,5.990229885057471,1.6857352941176469,3.837982589587559,0.20813761516456825,Faible (<0.3)
Tanzania,2016,87.45,10.19,14.17,18085.0,11.193,12.377,1.0,0.6793333333333333,0.7872222222222223,0.7332777777777778,18085.0,0.7851375349249733,0.8319005688832269,6.432758620689655,1.8201470588235296,4.126452839756592,0.20160186028741783,Faible (<0.3)
Ghana,2016,88.28,10.84,14.52,20621.0,11.836,13.778,1.0,0.7226666666666667,0.8066666666666666,0.7646666666666666,20621.0,0.8049601417935226,0.8506459626862151,6.802298850574713,2.0261764705882355,4.414237660581474,0.1927050666715036,Faible (<0.3)
Senegal,2016,89.21,12.11,16.39,21478.0,12.687,14.495,1.0,0.8073333333333333,0.9105555555555556,0.8589444444444445,21478.0,0.811111007523788,0.8865062261287442,7.291379310344827,2.1316176470588233,4.7114984787018255,0.1881580202426397,Faible (<0.3)
France,2016,82.57,13.04,17.1,41798.0,5.657,18.585,0.9626153846153845,0.8693333333333333,0.9500000000000001,0.9096666666666666,41798.0,0.9116868342991232,0.9276701609537639,3.2511494252873563,2.733088235294118,2.992118830290737,0.31003787401840066,Moyen (0.3–0.5)
Germany,2016,81.04,14.01,18.45,47385.0,9.641,20.251,0.9390769230769231,0.9339999999999999,1.025,0.9794999999999999,47385.0,0.9306378681490725,0.9495010360505786,5.5408045977011495,2.978088235294118,4.259446416497633,0.22291653496871877,Faible (<0.3)
UK,2016,81.28,7.28,11.3,42074.0,6.349,19.286,0.9427692307692308,0.48533333333333334,0.6277777777777778,0.5565555555555556,42074.0,0.9126810047577346,0.7823678183441183,3.6488505747126436,2.8361764705882355,3.2425135226504396,0.24128436562528463,Faible (<0.3)
USA,2016,79.69,8.03,11.89,59886.0,17.232,26.673,0.9183076923076923,0.5353333333333333,0.6605555555555556,0.5979444444444444,59886.0,0.9660056087624815,0.8094864220061342,9.903448275862068,3.9225,6.912974137931034,0.11709669468666684,Faible (<0.3)
Canada,2016,64.07,9.04,12.64,28667.0,15.08,27.744,0.6779999999999999,0.6026666666666666,0.7022222222222223,0.6524444444444444,28667.0,0.8547234376256095,0.7231020866770708,8.666666666666666,4.08,6.373333333333333,0.11345744037820149,Faible (<0.3)
Australia,2016,65.19,10.15,14.61,30091.0,15.805,35.271,0.6952307692307692,0.6766666666666666,0.8116666666666666,0.7441666666666666,30091.0,0.8620465421872887,0.7640292239550451,9.083333333333334,5.186911764705883,7.135122549019608,0.10708004224258566,Faible (<0.3)
Japan,2016,83.99,11.23,14.9,40506.0,9.497,19.993,0.9844615384615384,0.7486666666666667,0.8277777777777778,0.7882222222222223,40506.0,0.906943929012623,0.8894931789988786,5.458045977011494,2.9401470588235292,4.1990965179175115,0.21182965792841824,Faible (<0.3)
South Korea,2016,67.29,12.59,16.4,35818.0,12.02,23.893,0.7275384615384617,0.8393333333333334,0.911111111111111,0.8752222222222221,35818.0,0.8883641418855096,0.8270309666756187,6.908045977011494,3.5136764705882353,5.210861223799865,0.15871291350041578,Faible (<0.3)
Spain,2016,68.01,13.34,17.76,33812.0,7.653,25.862,0.7386153846153847,0.8893333333333333,0.9866666666666668,0.9380000000000001,33812.0,0.8796580763361116,0.8478356892395429,4.3982758620689655,3.803235294117647,4.100755578093306,0.20675109088890248,Faible (<0.3)
Italy,2016,69.03,14.23,18.29,34139.0,9.054,28.144,0.7543076923076923,0.9486666666666667,1.016111111111111,0.9823888888888888,34139.0,0.8811119358957089,0.8675363634157799,5.203448275862069,4.138823529411765,4.671135902636917,0.1857227838149698,Faible (<0.3)
Sweden,2016,82.42,7.02,11.11,8254.0,4.539,4.141,0.9603076923076923,0.46799999999999997,0.6172222222222222,0.5426111111111112,8254.0,0.6666516950252096,0.7029633655643288,2.6086206896551722,1.0,1.8043103448275861,0.38960224751773603,Moyen (0.3–0.5)
Norway,2016,82.45,7.94,11.53,64250.0,8.242,27.721,0.9607692307692308,0.5293333333333333,0.6405555555555555,0.5849444444444445,64250.0,0.9766307131455328,0.8187563756192635,4.736781609195403,4.076617647058824,4.406699628127114,0.18579809034255468,Faible (<0.3)
Finland,2016,72.04,9.14,13.14,11461.0,11.891,6.198,0.8006153846153847,0.6093333333333334,0.73,0.6696666666666666,11461.0,0.7162360464279052,0.726852456435593,6.833908045977012,1.0,3.916954022988506,0.18556573607188495,Faible (<0.3)
Denmark,2016,73.05,10.31,14.51,13162.0,12.058,7.418,0.8161538461538461,0.6873333333333334,0.8061111111111111,0.7467222222222223,13162.0,0.7371397310552681,0.7658792602627185,6.929885057471265,1.0908823529411764,4.010383705206221,0.19097406047916696,Faible (<0.3)
Netherlands,2016,74.38,11.32,15.57,14342.0,13.056,9.009,0.8366153846153845,0.7546666666666667,0.865,0.8098333333333334,14342.0,0.7501091352820615,0.7980228313122013,7.503448275862069,1.3248529411764707,4.41415060851927,0.1807874044379058,Faible (<0.3)
Belgium,2016,75.61,12.23,16.18,15745.0,1.504,9.655,0.8555384615384616,0.8153333333333334,0.8988888888888888,0.8571111111111112,15745.0,0.764207251145877,0.8244467415573005,1.0,1.4198529411764704,1.2099264705882353,0.6814023509680515,Très élevé (>0.65)
Portugal,2016,76.31,13.02,17.03,17635.0,2.263,11.116,0.8663076923076923,0.868,0.9461111111111111,0.9070555555555555,17635.0,0.7813313380854594,0.8499246674164301,1.3005747126436782,1.6347058823529412,1.4676402974983098,0.5791096557277577,Élevé (0.5–0.65)
Poland,2016,76.79,14.25,18.44,19500.0,3.021,12.382,0.8736923076923078,0.95,1.0244444444444445,0.9872222222222222,19500.0,0.7965168048840018,0.8823809550570695,1.736206896551724,1.8208823529411764,1.7785446247464503,0.4961252828743962,Moyen (0.3–0.5)
Czech Republic,2016,78.27,7.42,11.39,20312.0,3.921,13.576,0.8964615384615384,0.49466666666666664,0.6327777777777778,0.5637222222222222,20312.0,0.8026794827819487,0.7402521196431417,2.253448275862069,1.9964705882352942,2.1249594320486818,0.3483605891381473,Moyen (0.3–0.5)
Hungary,2016,79.07,8.14,12.46,21259.0,4.669,14.389,0.9087692307692307,0.5426666666666667,0.6922222222222223,0.6174444444444445,21259.0,0.8095628644750086,0.7687185478751979,2.683333333333333,2.116029411764706,2.3996813725490194,0.3203419240024521,Moyen (0.3–0.5)
Romania,2016,80.56,8.8,12.63,23374.0,5.708,15.868,0.9316923076923077,0.5866666666666667,0.7016666666666667,0.6441666666666667,23374.0,0.8238895879768698,0.7907634558352888,3.2804597701149425,2.333529411764706,2.806994590939824,0.2817117846922994,Faible (<0.3)
Bulgaria,2016,81.03,10.48,14.04,23623.0,6.333,16.841,0.938923076923077,0.6986666666666667,0.7799999999999999,0.7393333333333333,23623.0,0.8254902530858605,0.8306041245760819,3.6396551724137933,2.476617647058824,3.0581364097363086,0.27160466810167627,Faible (<0.3)
Croatia,2016,81.89,11.24,15.31,25907.0,6.777,18.782,0.9521538461538461,0.7493333333333333,0.8505555555555556,0.7999444444444445,25907.0,0.8394315473689311,0.861491003452998,3.8948275862068966,2.762058823529412,3.3284432048681545,0.2588270102349916,Faible (<0.3)
Slovakia,2016,83.4,12.08,16.63,27111.0,7.488,19.093,0.9753846153846155,0.8053333333333333,0.9238888888888889,0.8646111111111111,27111.0,0.8462934574583522,0.8936605066500557,4.30344827586207,2.807794117647059,3.555621196754564,0.2513373774084132,Faible (<0.3)
China,2016,76.29,13.15,17.08,15306.0,7.168,14.715,0.8660000000000001,0.8766666666666667,0.9488888888888888,0.9127777777777777,15306.0,0.7599357053059662,0.8437619438038271,4.119540229885057,2.163970588235294,3.141755409060176,0.2685638548979947,Faible (<0.3)
Brazil,2016,75.18,14.32,18.43,14328.0,2.391,11.352,0.848923076923077,0.9546666666666667,1.0238888888888888,0.9892777777777777,14328.0,0.7499616096170871,0.8571862748022245,1.3741379310344828,1.6694117647058824,1.5217748478701827,0.563280616710093,Élevé (0.5–0.65)
Mexico,2016,86.39,7.37,11.42,17441.0,10.222,24.102,1.0,0.49133333333333334,0.6344444444444445,0.5628888888888889,17441.0,0.7796603886780462,0.7599343028931312,5.87471264367816,3.5444117647058824,4.7095622041920215,0.16135986105390163,Faible (<0.3)
Argentina,2016,87.0,8.46,12.45,18656.0,11.093,23.801,1.0,0.5640000000000001,0.6916666666666667,0.6278333333333334,18656.0,0.7898330939912017,0.7915163655381423,6.375287356321839,3.5001470588235293,4.937717207572684,0.16030006018251525,Faible (<0.3)
Chile,2016,88.45,8.97,12.84,33877.0,11.689,23.638,1.0,0.5980000000000001,0.7133333333333334,0.6556666666666667,33877.0,0.8799481862670514,0.8324919996124613,6.717816091954023,3.4761764705882356,5.09699628127113,0.16332992093234328,Faible (<0.3)
South Africa,2016,62.82,10.25,14.49,12302.0,12.282,26.662,0.6587692307692308,0.6833333333333333,0.805,0.7441666666666666,12302.0,0.7269325872458773,0.7089776627535308,7.058620689655172,3.9208823529411765,5.4897515212981745,0.1291456744450024,Faible (<0.3)
Iran,2016,60.2,10.87,15.32,8340.0,1.44,3.903,0.6184615384615385,0.7246666666666666,0.8511111111111112,0.7878888888888889,8340.0,0.6682174307379266,0.6879631201913251,1.0,1.0,1.0,0.6879631201913251,Très élevé (>0.65)
Iraq,2016,61.26,11.69,15.62,9570.0,2.181,5.056,0.6347692307692308,0.7793333333333333,0.8677777777777778,0.8235555555555556,9570.0,0.6889981660564576,0.7115011581977746,1.253448275862069,1.0,1.1267241379310344,0.6314776920500524,Élevé (0.5–0.65)
Algeria,2016,62.74,13.23,17.06,11326.0,3.18,6.478,0.6575384615384615,0.882,0.9477777777777777,0.9148888888888889,11326.0,0.714446187093531,0.7546629212817447,1.8275862068965518,1.0,1.4137931034482758,0.533785968711478,Élevé (0.5–0.65)
Libya,2016,63.22,13.97,18.18,12798.0,3.955,7.645,0.664923076923077,0.9313333333333333,1.01,0.9706666666666667,12798.0,0.7329033758909486,0.7791649619713926,2.2729885057471266,1.124264705882353,1.6986266058147397,0.4587029069862409,Moyen (0.3–0.5)
Saudi Arabia,2016,74.71,6.99,11.39,53409.0,20.345,21.543,0.8416923076923076,0.466,0.6327777777777778,0.5493888888888889,53409.0,0.9487152434945031,0.7598415465734603,11.692528735632184,3.1680882352941175,7.430308485463151,0.10226244954163533,Faible (<0.3)
UAE,2016,77.82,8.14,11.94,65561.0,22.828,30.788,0.8895384615384614,0.5426666666666667,0.6633333333333333,0.603,65561.0,0.9796819306407136,0.8069668857047061,13.119540229885057,4.527647058823529,8.823593644354293,0.09145558127793402,Faible (<0.3)
Qatar,2016,66.36,8.99,12.98,17928.0,40.866,11.247,0.7132307692307692,0.5993333333333334,0.7211111111111111,0.6602222222222223,17928.0,0.7838204605311684,0.7173188907142733,23.486206896551725,1.6539705882352942,12.570088742393509,0.05706553910753748,Faible (<0.3)
Kuwait,2016,67.21,10.12,14.31,18322.0,24.261,11.679,0.7263076923076922,0.6746666666666666,0.795,0.7348333333333333,18322.0,0.7871042289150205,0.7489403787615576,13.943103448275862,1.7175,7.8303017241379305,0.09564642655503948,Faible (<0.3)
Singapore,2016,68.32,11.23,15.08,20830.0,7.559,12.903,0.7433846153846153,0.7486666666666667,0.8377777777777777,0.7932222222222223,20830.0,0.8064834302738983,0.7805510222083845,4.344252873563218,1.8975000000000002,3.120876436781609,0.25010635250055735,Faible (<0.3)
Malaysia,2016,69.27,12.31,16.81,21503.0,8.932,14.683,0.7579999999999999,0.8206666666666667,0.9338888888888888,0.8772777777777777,21503.0,0.8112867313883033,0.8140671606788231,5.133333333333334,2.159264705882353,3.6462990196078433,0.22325847559435086,Faible (<0.3)
Turkey,2016,70.15,13.28,17.47,22475.0,9.871,16.562,0.7715384615384616,0.8853333333333333,0.9705555555555555,0.9279444444444445,22475.0,0.8179650744662652,0.8366390006922613,5.672988505747127,2.435588235294118,4.054288370520623,0.20635902635234257,Faible (<0.3)
Greece,2016,71.01,14.18,18.33,24828.0,10.08,16.753,0.7847692307692309,0.9453333333333334,1.0183333333333333,0.9818333333333333,24828.0,0.8330054622516303,0.8625994882322144,5.793103448275862,2.4636764705882355,4.128389959432049,0.2089433160889879,Faible (<0.3)
Switzerland,2016,83.59,7.33,11.5,63726.0,4.554,16.728,0.9783076923076923,0.4886666666666667,0.6388888888888888,0.5637777777777777,63726.0,0.9753937054943495,0.8133068999770127,2.617241379310345,2.4600000000000004,2.538620689655173,0.3203735411482391,Moyen (0.3–0.5)
Austria,2016,73.54,7.75,11.64,27084.0,11.388,20.183,0.8236923076923078,0.5166666666666667,0.6466666666666667,0.5816666666666668,27084.0,0.8461429452308519,0.7401066530019158,6.544827586206896,2.968088235294118,4.756457910750507,0.15560037887208733,Faible (<0.3)
New Zealand,2016,74.06,9.17,13.16,29477.0,12.679,19.899,0.8316923076923077,0.6113333333333333,0.7311111111111112,0.6712222222222222,29477.0,0.8589324035903434,0.7827011994140984,7.286781609195402,2.926323529411765,5.106552569303584,0.15327389443106054,Faible (<0.3)
Ireland,2016,75.5,10.0,13.53,30439.0,1.518,22.461,0.8538461538461538,0.6666666666666666,0.7516666666666666,0.7091666666666666,30439.0,0.8637834651580477,0.8057078759259106,1.0,3.3030882352941173,2.1515441176470587,0.37447890067299083,Moyen (0.3–0.5)
Luxembourg,2016,76.1,11.03,14.93,33529.0,2.276,23.399,0.863076923076923,0.7353333333333333,0.8294444444444444,0.7823888888888888,33529.0,0.8783884479182306,0.8402069406696246,1.308045977011494,3.4410294117647062,2.3745376943881,0.35384022020595446,Moyen (0.3–0.5)
Iceland,2016,77.51,12.15,16.07,33568.0,3.043,24.273,0.8847692307692309,0.81,0.8927777777777778,0.851388888888889,33568.0,0.8785640496347679,0.8714526717935798,1.7488505747126437,3.569558823529412,2.6592046991210276,0.32771176738730545,Moyen (0.3–0.5)
Estonia,2016,78.42,13.11,17.33,35143.0,3.859,23.965,0.8987692307692308,0.874,0.9627777777777777,0.9183888888888889,35143.0,0.8854902902162647,0.9007816697765183,2.217816091954023,3.524264705882353,2.871040398918188,0.3137474729077076,Moyen (0.3–0.5)
Latvia,2016,79.47,14.17,18.47,34586.0,4.944,26.588,0.914923076923077,0.9446666666666667,1.026111111111111,0.9853888888888889,34586.0,0.8830769519483516,0.9268232736445992,2.8413793103448275,3.91,3.3756896551724136,0.27455819945547144,Faible (<0.3)
Lithuania,2016,80.53,6.89,11.08,8031.0,5.347,4.13,0.9312307692307692,0.4593333333333333,0.6155555555555555,0.5374444444444444,8031.0,0.6625144480085077,0.6921423390984646,3.072988505747127,1.0,2.0364942528735632,0.33986952731235454,Moyen (0.3–0.5)
Slovenia,2016,81.14,8.14,12.4,9794.0,6.278,5.157,0.9406153846153846,0.5426666666666667,0.6888888888888889,0.6157777777777778,9794.0,0.6924931044194412,0.7374804539250256,3.608045977011494,1.0,2.3040229885057473,0.32008380888738946,Moyen (0.3–0.5)
Serbia,2016,82.92,9.09,13.15,11431.0,7.285,6.528,0.968,0.606,0.7305555555555556,0.6682777777777777,11431.0,0.7158401286806007,0.7736588048655605,4.186781609195402,1.0,2.593390804597701,0.2983194061974682,Faible (<0.3)
Bosnia,2016,83.39,9.87,14.36,12413.0,7.922,7.328,0.9752307692307692,0.6579999999999999,0.7977777777777777,0.7278888888888888,12413.0,0.7282894392726456,0.8025870830275432,4.552873563218391,1.0776470588235294,2.8152603110209604,0.28508450173706434,Faible (<0.3)
Macedonia,2016,84.18,11.17,15.26,14318.0,9.071,8.82,0.9873846153846155,0.7446666666666667,0.8477777777777777,0.7962222222222222,14318.0,0.7498561458612287,0.8384931813798412,5.213218390804598,1.2970588235294118,3.2551386071670048,0.25759062287967954,Faible (<0.3)
Montenegro,2016,85.13,12.29,16.65,15319.0,9.62,10.11,1.0,0.8193333333333332,0.9249999999999999,0.8721666666666665,15319.0,0.7600639485468405,0.8719331832244486,5.528735632183908,1.486764705882353,3.5077501690331303,0.24857334223001024,Faible (<0.3)
Uruguay,2016,86.11,13.38,17.33,17243.0,10.197,11.105,1.0,0.892,0.9627777777777777,0.9273888888888888,17243.0,0.7779357110328996,0.8968817744894741,5.860344827586206,1.6330882352941178,3.7467165314401623,0.23937807062887964,Faible (<0.3)
Panama,2016,86.87,13.81,18.29,18387.0,10.72,11.499,1.0,0.9206666666666667,1.016111111111111,0.9683888888888889,18387.0,0.7876391730868152,0.9136763181475757,6.1609195402298855,1.691029411764706,3.925974475997296,0.23272599547797085,Faible (<0.3)
Venezuela,2016,88.01,6.84,11.33,20604.0,11.604,14.419,1.0,0.456,0.6294444444444445,0.5427222222222222,20604.0,0.8048355597399621,0.7587433894332577,6.668965517241379,2.1204411764705884,4.394703346855984,0.17264951227619735,Faible (<0.3)
Dominican Republic,2016,89.49,8.04,11.29,22685.0,12.121,13.969,1.0,0.5359999999999999,0.6272222222222221,0.5816111111111111,22685.0,0.8193699430331369,0.7810956894643301,6.966091954022989,2.054264705882353,4.510178329952671,0.17318510096972745,Faible (<0.3)
Guatemala,2016,60.51,9.59,14.0,23459.0,1.477,16.31,0.6232307692307693,0.6393333333333333,0.7777777777777778,0.7085555555555556,23459.0,0.824437908659537,0.7140471920931997,1.0,2.398529411764706,1.699264705882353,0.4202095115736701,Moyen (0.3–0.5)
Honduras,2016,61.43,10.16,14.19,24669.0,2.198,16.955,0.6373846153846153,0.6773333333333333,0.7883333333333333,0.7328333333333333,24669.0,0.8320349814587291,0.7297646002265101,1.2632183908045977,2.4933823529411763,1.878300371872887,0.3885239076531986,Moyen (0.3–0.5)
Nicaragua,2016,61.69,11.08,14.78,25626.0,3.067,19.068,0.6413846153846153,0.7386666666666667,0.8211111111111111,0.7798888888888889,25626.0,0.8377841726297529,0.7483322713487504,1.7626436781609196,2.8041176470588236,2.2833806626098716,0.3277299679385991,Moyen (0.3–0.5)
Haiti,2016,63.48,11.79,15.49,28217.0,3.735,19.368,0.6689230769230768,0.7859999999999999,0.8605555555555555,0.8232777777777778,28217.0,0.8523334335061956,0.777160463617438,2.146551724137931,2.848235294117647,2.497393509127789,0.3111886295759854,Moyen (0.3–0.5)
Jamaica,2016,64.37,12.91,16.94,28426.0,4.565,20.9,0.6826153846153847,0.8606666666666667,0.9411111111111112,0.900888888888889,28426.0,0.8534481622858106,0.8066308294666205,2.623563218390805,3.0735294117647056,2.8485463150777552,0.2831727977168601,Faible (<0.3)
Trinidad and Tobago,2016,64.72,14.19,18.18,31037.0,5.487,22.8,0.688,0.946,1.01,0.978,31037.0,0.8667223088248723,0.8354794190011776,3.153448275862069,3.3529411764705883,3.2531947261663285,0.25681814011352894,Faible (<0.3)
Cameroon,2016,66.24,7.01,11.05,32548.0,6.259,23.128,0.7113846153846153,0.4673333333333333,0.6138888888888889,0.5406111111111112,32548.0,0.8739028761980395,0.6952658020262841,3.5971264367816094,3.4011764705882355,3.4991514536849224,0.1986955441137326,Faible (<0.3)
Ivory Coast,2016,66.99,7.97,11.55,34872.0,6.785,23.793,0.7229230769230769,0.5313333333333333,0.6416666666666667,0.5865,34872.0,0.884320932003472,0.7210908806742226,3.8994252873563218,3.498970588235294,3.699197937795808,0.19493168324587937,Faible (<0.3)
Mozambique,2016,67.98,9.28,13.19,36073.0,7.69,25.714,0.7381538461538462,0.6186666666666666,0.7327777777777778,0.6757222222222221,36073.0,0.8894357467608293,0.7626815189794174,4.419540229885058,3.781470588235294,4.100505409060176,0.1859969547398358,Faible (<0.3)
Uganda,2016,68.95,10.53,14.17,36926.0,8.815,27.033,0.7530769230769231,0.702,0.7872222222222223,0.7446111111111111,36926.0,0.8929661075554589,0.7940867372200511,5.066091954022988,3.9754411764705884,4.520766565246788,0.17565311673567954,Faible (<0.3)
Rwanda,2016,70.14,11.07,15.09,8176.0,9.725,4.165,0.7713846153846154,0.738,0.8383333333333334,0.7881666666666667,8176.0,0.6652174362832254,0.7395216400208037,5.5890804597701145,1.0,3.2945402298850572,0.22446884494307867,Faible (<0.3)
Zambia,2016,71.03,11.83,15.8,10190.0,10.002,5.356,0.7850769230769231,0.7886666666666666,0.8777777777777778,0.8332222222222222,10190.0,0.6984804844253616,0.7702099251254932,5.748275862068966,1.0,3.374137931034483,0.22826865435502608,Faible (<0.3)
